eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1218,14.27,14.37,14.27,16.04,17.62,16.78
2016-01-01,1218,11.79,11.41,11.74,12.6,16.47,14.27
2015-01-01,1218,12.03,12.7,12.17,11.51,9.74,11.79
2014-01-01,1218,13.75,13.46,12.32,12.99,11.84,12.03
2013-01-01,1218,14.32,13.51,13.89,13.8,13.13,13.75
2012-01-01,1218,14.88,14.14,14.37,14.01,16.33,14.32
2011-01-01,1218,15.06,15.93,15.62,15.58,13.09,14.88
2010-01-01,1218,7.92,7.89,7.8,10.91,14.92,15.06
2009-01-01,1218,4.99,4.98,5.88,7.39,7.15,7.92
2008-01-01,1218,6.59,6.78,7.76,5.17,3.48,4.99
2007-01-01,1218,4.62,4.65,4.62,5.87,7.27,6.59
2006-01-01,1218,3.23,3.21,4.11,3.76,3.93,4.62
2005-01-01,1218,4.01,3.79,3.56,4.06,3.43,3.23
2004-01-01,1218,5.45,5.47,4.24,3.89,3.9,4.01
2003-01-01,1218,2.82,2.93,2.39,2.82,2.66,5.45
2002-01-01,1218,3.45,3.59,3.91,3.75,2.41,2.82
2001-01-01,1218,3.23,2.98,2.79,2.34,1.86,3.45
2000-01-01,1218,7.31,6.73,5.78,5.56,3.42,3.23
