eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2614,11.88,11.7,12.19,11.4,11.5,18.62
2016-01-01,2614,7.96,7.41,6.78,6.56,10.32,11.88
2015-01-01,2614,12.5,12.81,13.56,8.11,8.15,7.96
2014-01-01,2614,17.98,18.16,15.8,16.22,12.81,12.5
2013-01-01,2614,9.65,9.1,8.93,9.52,12.68,17.98
2012-01-01,2614,9.57,9.13,8.24,7.75,10.19,9.65
2011-01-01,2614,16.46,17.05,16.33,13.2,11.47,9.57
2010-01-01,2614,20.48,22.92,20.82,20.48,19.54,16.46
2009-01-01,2614,13.05,13.47,14.95,15.12,16.31,20.48
2008-01-01,2614,20.83,20.63,23.88,20.83,11.23,13.05
2007-01-01,2614,18.88,20.01,18.3,16.5,19.44,20.83
2006-01-01,2614,17.13,17.0,20.1,18.89,19.56,18.88
2005-01-01,2614,14.07,14.77,13.96,13.86,17.78,17.13
2004-01-01,2614,19.27,18.18,15.04,16.58,18.39,14.07
2003-01-01,2614,5.2,5.58,4.6,5.89,7.68,19.27
2002-01-01,2614,10.36,9.94,9.11,7.26,5.0,5.2
2001-01-01,2614,12.32,11.55,9.11,8.1,4.79,10.36
2000-01-01,2614,37.75,35.72,21.91,15.42,7.98,12.32
