eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2390,15.8,14.9,13.8,14.0,12.1,11.4
2016-01-01,2390,20.6,20.4,18.95,20.15,18.0,15.8
2015-01-01,2390,32.55,33.15,32.7,25.7,22.95,20.6
2014-01-01,2390,25.75,26.9,46.0,53.5,35.9,32.55
2013-01-01,2390,21.95,22.65,19.7,18.95,18.55,25.75
2012-01-01,2390,9.4,8.55,8.45,7.92,11.75,21.95
2011-01-01,2390,9.01,9.01,9.0,9.11,7.1,9.4
2010-01-01,2390,12.05,12.35,12.0,11.15,12.3,9.01
2009-01-01,2390,5.99,6.3,5.97,5.83,8.52,12.05
2008-01-01,2390,8.51,8.55,9.48,6.19,4.86,5.99
2007-01-01,2390,9.84,9.45,10.45,13.75,11.85,8.51
2006-01-01,2390,5.96,6.07,6.67,6.81,6.19,9.84
2005-01-01,2390,6.71,6.6,5.94,7.41,5.89,5.96
2004-01-01,2390,11.74,11.5,10.84,8.67,7.64,6.71
2003-01-01,2390,10.27,10.56,9.47,12.44,10.7,11.74
2002-01-01,2390,31.89,30.1,25.04,17.91,15.84,10.27
2001-01-01,2390,34.56,32.56,27.53,21.76,16.31,31.89
2000-01-01,2390,81.68,101.1,98.24,63.4,55.69,34.56
