eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1416,24.19,23.49,23.16,22.87,19.95,15.72
2016-01-01,1416,19.37,19.37,19.32,19.72,25.23,24.19
2015-01-01,1416,20.3,19.85,20.13,17.97,17.77,19.37
2014-01-01,1416,20.54,20.49,20.13,20.23,19.14,20.3
2013-01-01,1416,22.61,22.12,21.57,20.28,20.36,20.54
2012-01-01,1416,16.5,16.37,16.5,15.95,22.3,22.61
2011-01-01,1416,14.22,14.58,14.64,14.46,11.88,16.5
2010-01-01,1416,16.59,16.18,14.08,12.89,10.94,14.22
2009-01-01,1416,8.93,8.65,9.3,11.86,13.09,16.59
2008-01-01,1416,17.75,20.4,20.4,12.7,7.8,8.93
2007-01-01,1416,18.6,17.92,15.77,20.4,19.54,17.75
2006-01-01,1416,5.67,6.71,8.09,7.68,8.28,18.6
2005-01-01,1416,6.38,6.3,5.89,6.43,5.89,5.67
2004-01-01,1416,8.62,8.45,7.13,7.03,6.67,6.38
2003-01-01,1416,5.09,5.38,4.08,5.27,5.38,8.62
2002-01-01,1416,11.01,10.67,8.79,6.74,4.28,5.09
2001-01-01,1416,6.25,5.89,5.05,3.91,3.31,11.01
2000-01-01,1416,13.31,12.72,10.5,10.41,5.07,6.25
