eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2545,40.41,39.22,38.48,36.98,28.43,29.27
2016-01-01,2545,24.28,24.24,24.62,32.88,34.57,40.41
2015-01-01,2545,33.85,33.66,33.62,30.0,22.7,24.28
2014-01-01,2545,35.55,35.76,31.98,31.78,29.5,33.85
2013-01-01,2545,48.74,47.93,49.06,48.72,43.32,35.55
2012-01-01,2545,34.05,33.27,35.6,36.7,50.06,48.74
2011-01-01,2545,42.2,45.49,45.19,44.84,33.93,34.05
2010-01-01,2545,33.1,34.38,30.65,26.83,40.33,42.2
2009-01-01,2545,10.61,11.53,13.81,32.37,38.39,33.1
2008-01-01,2545,31.51,34.85,30.9,19.08,8.04,10.61
2007-01-01,2545,23.49,23.62,25.3,25.93,22.28,31.51
2006-01-01,2545,6.86,6.85,9.82,18.9,18.97,23.49
2005-01-01,2545,6.84,6.31,5.03,5.61,6.39,6.86
2004-01-01,2545,4.6,4.98,3.64,4.92,5.73,6.84
2003-01-01,2545,1.06,1.09,0.91,1.14,2.58,4.6
2002-01-01,2545,0.65,0.77,1.44,1.52,0.89,1.06
2001-01-01,2545,0.67,0.66,0.61,0.45,0.4,0.65
2000-01-01,2545,1.25,1.19,1.42,1.53,0.78,0.67
