eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2323,3.97,3.88,3.78,4.0,4.32,4.47
2016-01-01,2323,3.46,3.41,3.25,3.78,3.9,3.97
2015-01-01,2323,5.02,5.07,4.64,4.41,3.97,3.46
2014-01-01,2323,5.76,5.83,5.65,5.75,5.66,5.02
2013-01-01,2323,6.15,6.02,6.4,6.67,6.35,5.76
2012-01-01,2323,6.45,6.06,6.33,6.2,5.89,6.15
2011-01-01,2323,8.55,8.69,8.21,7.87,6.92,6.45
2010-01-01,2323,10.86,10.43,10.71,9.74,10.0,8.55
2009-01-01,2323,8.68,9.03,8.87,9.02,9.68,10.86
2008-01-01,2323,12.22,12.22,13.01,10.39,7.88,8.68
2007-01-01,2323,12.07,12.16,12.09,13.98,17.55,12.22
2006-01-01,2323,12.22,12.41,12.29,11.17,11.62,12.07
2005-01-01,2323,16.64,16.58,15.01,17.97,16.64,12.22
2004-01-01,2323,34.5,34.13,31.83,21.67,20.58,16.64
2003-01-01,2323,19.49,19.97,19.85,33.41,29.29,34.5
2002-01-01,2323,30.46,29.65,26.73,20.17,17.55,19.49
2001-01-01,2323,34.13,33.57,29.61,33.39,19.37,30.46
2000-01-01,2323,95.32,99.86,84.22,62.13,35.59,34.13
