eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2367,11.54,11.06,10.77,10.19,10.53,19.52
2016-01-01,2367,10.67,10.22,10.04,9.41,9.81,11.54
2015-01-01,2367,12.24,12.67,11.22,10.71,9.32,10.67
2014-01-01,2367,10.27,10.22,9.77,10.27,11.56,12.24
2013-01-01,2367,7.76,7.31,7.9,9.81,10.96,10.27
2012-01-01,2367,10.49,9.84,9.34,8.53,8.71,7.76
2011-01-01,2367,12.38,12.57,14.91,12.89,10.03,10.49
2010-01-01,2367,9.34,9.6,8.9,7.44,11.36,12.38
2009-01-01,2367,7.1,8.06,8.94,6.64,8.35,9.34
2008-01-01,2367,17.46,17.75,16.7,14.7,9.34,7.1
2007-01-01,2367,11.24,11.58,13.94,18.24,21.63,17.46
2006-01-01,2367,8.06,8.17,7.86,6.74,7.93,11.24
2005-01-01,2367,5.11,5.13,4.68,5.26,6.21,8.06
2004-01-01,2367,8.82,9.67,9.72,6.97,8.32,5.11
2003-01-01,2367,3.69,3.78,3.35,4.95,5.08,8.82
2002-01-01,2367,6.97,6.93,8.23,6.46,4.72,3.69
2001-01-01,2367,7.59,7.22,6.16,4.77,3.61,6.97
2000-01-01,2367,14.03,17.12,13.91,11.91,8.97,7.59
