eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2436,30.44,35.69,34.81,34.94,35.63,35.25
2016-01-01,2436,29.69,28.63,26.88,26.63,30.56,30.44
2015-01-01,2436,41.88,38.13,36.94,31.0,23.0,29.69
2014-01-01,2436,43.0,42.13,35.5,44.69,42.25,41.88
2013-01-01,2436,18.75,17.57,19.44,22.36,36.11,43.0
2012-01-01,2436,21.67,19.51,19.44,18.26,17.43,18.75
2011-01-01,2436,28.26,27.92,28.82,24.93,23.61,21.67
2010-01-01,2436,38.4,37.92,34.31,30.35,39.72,28.26
2009-01-01,2436,23.54,25.97,25.69,32.01,34.72,38.4
2008-01-01,2436,40.46,42.56,42.81,26.06,23.47,23.54
2007-01-01,2436,31.98,31.73,29.69,53.94,54.28,40.46
2006-01-01,2436,15.34,15.71,16.7,13.48,13.67,31.98
2005-01-01,2436,16.82,17.06,14.83,17.54,13.42,15.34
2004-01-01,2436,28.81,28.81,25.53,22.82,18.74,16.82
2003-01-01,2436,24.32,24.77,21.89,25.4,27.57,28.81
2002-01-01,2436,37.46,34.05,32.01,24.52,32.51,24.32
2001-01-01,2436,35.91,37.24,39.37,29.22,15.94,37.46
2000-01-01,2436,50.95,59.75,52.18,27.7,40.44,35.91
