eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1216,52.2,50.32,50.32,54.81,58.23,64.56
2016-01-01,1216,48.53,49.67,50.27,56.45,54.27,52.2
2015-01-01,1216,42.14,43.36,41.07,44.34,50.01,48.53
2014-01-01,1216,38.83,38.31,38.61,40.03,42.71,42.14
2013-01-01,1216,39.58,38.75,40.06,40.2,41.01,38.83
2012-01-01,1216,25.76,25.85,29.07,29.76,35.44,39.58
2011-01-01,1216,23.0,22.51,23.34,24.03,23.84,25.76
2010-01-01,1216,18.78,18.52,17.67,18.17,23.14,23.0
2009-01-01,1216,14.02,15.16,16.84,16.11,18.78,18.78
2008-01-01,1216,18.51,19.1,18.22,15.06,13.52,14.02
2007-01-01,1216,12.06,11.97,12.37,12.87,21.73,18.51
2006-01-01,1216,7.35,7.33,8.82,10.28,11.64,12.06
2005-01-01,1216,4.9,4.85,4.65,4.88,4.88,7.35
2004-01-01,1216,5.78,5.59,4.16,4.57,5.44,4.9
2003-01-01,1216,3.15,3.22,2.86,3.18,3.52,5.78
2002-01-01,1216,3.26,3.46,3.28,2.95,2.88,3.15
2001-01-01,1216,3.74,3.44,3.38,2.87,2.89,3.26
2000-01-01,1216,4.11,4.09,3.47,3.79,4.46,3.74
