eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1532,28.12,27.17,26.41,27.4,27.97,28.16
2016-01-01,1532,26.45,28.61,32.52,33.79,27.31,28.12
2015-01-01,1532,24.7,25.38,25.5,22.3,24.37,26.45
2014-01-01,1532,28.1,28.21,25.5,25.39,25.02,24.7
2013-01-01,1532,27.18,25.83,27.88,26.7,27.85,28.1
2012-01-01,1532,12.98,12.92,12.85,11.94,17.68,27.18
2011-01-01,1532,17.18,17.13,17.13,18.94,14.45,12.98
2010-01-01,1532,19.98,20.34,19.32,17.71,18.91,17.18
2009-01-01,1532,11.31,12.08,12.08,11.5,15.91,19.98
2008-01-01,1532,21.71,23.41,25.46,16.45,9.89,11.31
2007-01-01,1532,18.38,19.61,19.21,19.58,17.68,21.71
2006-01-01,1532,8.62,9.66,12.23,14.77,19.71,18.38
2005-01-01,1532,6.06,5.83,5.38,5.16,6.11,8.62
2004-01-01,1532,8.19,8.38,6.88,6.35,7.46,6.06
2003-01-01,1532,4.62,4.98,3.75,3.93,4.95,8.19
2002-01-01,1532,2.12,2.26,2.32,2.71,3.3,4.62
2001-01-01,1532,1.97,1.83,1.72,1.93,1.68,2.12
2000-01-01,1532,2.15,2.37,2.19,1.81,1.92,1.97
