eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2025,3.68,3.4,3.18,3.07,2.67,3.81
2016-01-01,2025,1.58,1.56,1.8,1.8,2.12,3.68
2015-01-01,2025,4.37,4.15,4.49,3.96,2.75,1.58
2014-01-01,2025,4.07,4.12,4.16,4.14,5.62,4.37
2013-01-01,2025,3.78,3.58,3.79,3.85,3.93,4.07
2012-01-01,2025,4.08,3.98,4.0,3.18,3.91,3.78
2011-01-01,2025,7.13,7.15,6.61,5.95,5.15,4.08
2010-01-01,2025,6.54,6.73,8.33,6.13,6.4,7.13
2009-01-01,2025,5.15,5.4,5.51,5.8,5.9,6.54
2008-01-01,2025,9.53,10.2,10.6,6.92,4.16,5.15
2007-01-01,2025,13.0,13.55,13.05,12.85,11.85,9.53
2006-01-01,2025,8.04,9.83,11.7,9.5,9.4,13.0
2005-01-01,2025,7.58,8.4,7.03,7.08,5.9,8.04
2004-01-01,2025,18.8,18.7,12.6,15.6,19.2,7.58
2003-01-01,2025,8.45,10.2,6.75,7.75,7.85,18.8
2002-01-01,2025,1.0,1.2,1.74,4.23,3.77,8.45
2001-01-01,2025,3.98,4.03,3.66,2.94,2.28,1.0
2000-01-01,2025,11.88,11.61,10.61,8.75,6.8,3.98
