eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2606,32.4,31.0,30.85,32.5,33.85,35.2
2016-01-01,2606,25.25,25.25,25.6,24.8,22.1,32.4
2015-01-01,2606,46.1,46.3,45.85,42.65,35.0,25.25
2014-01-01,2606,51.2,51.0,50.7,50.4,46.0,46.1
2013-01-01,2606,46.7,45.2,46.2,46.95,52.6,51.2
2012-01-01,2606,50.5,49.55,49.6,48.0,46.55,46.7
2011-01-01,2606,62.6,62.7,61.7,61.8,43.75,50.5
2010-01-01,2606,64.8,64.8,66.2,62.1,61.5,62.6
2009-01-01,2606,52.9,55.2,63.8,64.5,57.3,64.8
2008-01-01,2606,88.8,89.3,103.0,77.7,46.0,52.9
2007-01-01,2606,55.2,63.1,60.9,67.1,113.5,88.8
2006-01-01,2606,34.8,35.9,36.6,37.65,36.55,55.2
2005-01-01,2606,35.76,36.32,35.42,34.1,36.7,34.8
2004-01-01,2606,35.63,33.51,25.42,28.08,36.11,35.76
2003-01-01,2606,6.64,8.18,6.88,8.57,14.49,35.63
2002-01-01,2606,4.98,5.22,5.34,5.19,4.02,6.64
2001-01-01,2606,5.95,5.34,5.04,4.29,4.41,4.98
2000-01-01,2606,7.3,7.21,6.47,6.19,5.37,5.95
