eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2102,14.7,14.6,13.7,14.3,14.35,13.05
2016-01-01,2102,14.51,14.41,13.73,13.53,13.55,14.7
2015-01-01,2102,16.57,17.19,17.19,15.16,14.12,14.51
2014-01-01,2102,20.66,20.84,19.41,19.05,16.95,16.57
2013-01-01,2102,18.36,17.04,16.86,18.65,19.85,20.66
2012-01-01,2102,12.76,12.16,12.36,12.04,19.63,18.36
2011-01-01,2102,14.58,14.81,14.73,14.39,11.88,12.76
2010-01-01,2102,18.04,17.86,16.33,13.29,14.81,14.58
2009-01-01,2102,9.04,9.46,9.32,10.98,15.17,18.04
2008-01-01,2102,15.06,16.98,15.92,10.96,8.57,9.04
2007-01-01,2102,15.15,15.55,14.79,16.01,17.19,15.06
2006-01-01,2102,9.1,9.48,13.42,14.88,15.45,15.15
2005-01-01,2102,10.51,10.34,9.65,9.51,9.8,9.1
2004-01-01,2102,14.4,14.34,11.64,11.28,11.04,10.51
2003-01-01,2102,10.72,11.28,10.16,14.34,13.94,14.4
2002-01-01,2102,10.36,11.08,10.11,10.01,8.32,10.72
2001-01-01,2102,4.8,4.65,4.39,4.19,3.83,10.36
2000-01-01,2102,21.29,19.3,14.55,8.63,4.49,4.8
