eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2430,29.1,28.6,30.2,26.25,23.9,24.3
2016-01-01,2430,22.75,22.45,23.1,25.95,29.1,29.1
2015-01-01,2430,29.75,28.1,30.2,23.85,18.8,22.75
2014-01-01,2430,40.65,41.5,43.35,40.0,36.3,29.75
2013-01-01,2430,49.2,46.45,50.8,43.15,40.05,40.65
2012-01-01,2430,69.8,69.0,72.0,63.3,62.5,49.2
2011-01-01,2430,61.0,61.0,62.6,58.5,59.1,69.8
2010-01-01,2430,52.17,53.03,65.84,51.65,57.62,61.0
2009-01-01,2430,15.3,15.73,22.65,21.53,28.19,52.17
2008-01-01,2430,29.55,29.02,29.49,25.06,12.42,15.3
2007-01-01,2430,21.55,21.39,18.51,24.92,28.43,29.55
2006-01-01,2430,32.6,32.14,31.29,26.48,19.97,21.55
2005-01-01,2430,25.65,26.1,23.64,25.47,34.96,32.6
2004-01-01,2430,33.11,33.7,25.42,25.13,22.8,25.65
2003-01-01,2430,27.61,26.43,22.05,26.72,28.02,33.11
2002-01-01,2430,31.04,30.15,29.03,21.52,23.06,27.61
2001-01-01,2430,27.84,28.08,27.1,24.88,16.73,31.04
2000-01-01,2430,25.19,29.91,26.17,23.02,20.0,27.84
