eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1423,7.42,7.28,6.79,6.99,7.45,9.64
2016-01-01,1423,6.7,6.76,6.62,6.32,6.78,7.42
2015-01-01,1423,7.96,8.05,8.19,7.83,6.95,6.7
2014-01-01,1423,8.1,8.03,7.65,7.83,7.98,7.96
2013-01-01,1423,6.95,6.9,6.96,7.07,7.77,8.1
2012-01-01,1423,7.57,7.38,7.44,7.0,7.68,6.95
2011-01-01,1423,8.14,8.28,8.69,8.81,7.57,7.57
2010-01-01,1423,8.05,8.12,8.6,7.62,8.18,8.14
2009-01-01,1423,4.7,5.35,5.47,5.48,6.46,8.05
2008-01-01,1423,10.06,10.15,9.64,6.67,4.65,4.7
2007-01-01,1423,7.86,8.85,8.1,8.76,11.51,10.06
2006-01-01,1423,3.26,3.38,4.25,4.84,5.68,7.86
2005-01-01,1423,4.49,4.4,4.1,4.37,3.83,3.26
2004-01-01,1423,6.99,7.17,5.96,5.22,5.4,4.49
2003-01-01,1423,6.5,6.72,5.54,6.85,6.8,6.99
2002-01-01,1423,6.94,6.76,6.81,7.81,3.88,6.5
2001-01-01,1423,4.03,3.69,3.98,4.93,4.67,6.94
2000-01-01,1423,6.81,6.89,6.28,5.19,4.36,4.03
