eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1316,24.8,26.05,24.95,25.15,27.4,22.3
2016-01-01,1316,15.83,15.24,15.46,16.57,16.05,24.8
2015-01-01,1316,16.79,17.01,17.01,16.72,14.78,15.83
2014-01-01,1316,18.75,18.75,18.18,16.96,17.46,16.79
2013-01-01,1316,19.76,17.24,18.11,18.75,17.03,18.75
2012-01-01,1316,29.6,33.48,35.06,35.78,19.4,19.76
2011-01-01,1316,33.77,31.69,28.81,34.06,31.25,29.6
2010-01-01,1316,16.38,17.39,17.03,15.09,15.59,33.77
2009-01-01,1316,7.03,8.03,8.31,7.98,11.55,16.38
2008-01-01,1316,10.3,10.29,10.39,7.9,7.6,7.03
2007-01-01,1316,13.45,14.3,12.37,12.96,12.23,10.3
2006-01-01,1316,3.35,3.72,4.86,5.62,6.77,13.45
2005-01-01,1316,6.58,6.38,7.04,6.04,4.11,3.35
2004-01-01,1316,15.52,15.23,12.65,10.66,10.35,6.58
2003-01-01,1316,9.69,10.23,8.33,9.37,11.32,15.52
2002-01-01,1316,13.34,15.95,12.13,9.28,6.32,9.69
2001-01-01,1316,10.95,11.04,8.79,6.84,5.17,13.34
2000-01-01,1316,60.35,72.42,61.5,41.24,10.63,10.95
