eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2344,15.8,15.3,14.71,16.38,25.54,18.68
2016-01-01,2344,8.34,8.4,7.68,7.95,9.12,15.8
2015-01-01,2344,9.11,8.9,9.02,7.29,6.22,8.34
2014-01-01,2344,7.15,7.2,8.39,10.59,8.15,9.11
2013-01-01,2344,5.63,6.12,7.44,7.89,7.4,7.15
2012-01-01,2344,4.71,4.49,4.67,4.04,3.83,5.63
2011-01-01,2344,8.28,8.22,7.95,7.55,5.13,4.71
2010-01-01,2344,7.99,8.35,8.09,7.24,7.35,8.28
2009-01-01,2344,4.02,4.79,5.52,4.57,5.46,7.99
2008-01-01,2344,8.01,7.96,8.22,5.75,3.67,4.02
2007-01-01,2344,10.55,10.42,9.77,10.9,9.61,8.01
2006-01-01,2344,8.27,8.76,9.37,8.3,8.72,10.55
2005-01-01,2344,9.46,8.94,7.9,9.77,8.85,8.27
2004-01-01,2344,15.78,15.96,15.26,13.52,12.03,9.46
2003-01-01,2344,11.55,12.56,10.38,15.87,15.0,15.78
2002-01-01,2344,21.8,21.45,21.36,15.26,13.52,11.55
2001-01-01,2344,27.96,27.53,28.11,24.77,9.03,21.8
2000-01-01,2344,53.49,56.15,55.86,62.26,34.3,27.96
