eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2383,110.17,107.41,107.87,131.74,141.42,88.46
2016-01-01,2383,53.03,50.24,50.15,64.87,77.49,110.17
2015-01-01,2383,45.72,42.44,43.79,50.42,64.0,53.03
2014-01-01,2383,22.34,22.58,21.78,24.77,28.49,45.72
2013-01-01,2383,22.2,22.05,22.46,20.01,19.82,22.34
2012-01-01,2383,18.7,17.45,19.43,19.36,22.83,22.2
2011-01-01,2383,20.57,20.6,18.54,17.46,15.92,18.7
2010-01-01,2383,18.44,17.73,20.8,16.37,18.09,20.57
2009-01-01,2383,5.69,6.68,8.5,8.21,14.51,18.44
2008-01-01,2383,6.36,6.44,7.36,5.9,5.29,5.69
2007-01-01,2383,8.3,8.04,7.57,8.21,8.91,6.36
2006-01-01,2383,8.21,7.9,8.32,6.27,7.81,8.3
2005-01-01,2383,2.87,2.86,2.54,3.47,4.2,8.21
2004-01-01,2383,4.01,4.06,3.97,3.22,4.02,2.87
2003-01-01,2383,2.48,2.54,2.08,3.47,2.7,4.01
2002-01-01,2383,6.5,6.25,6.25,4.24,2.76,2.48
2001-01-01,2383,9.3,8.95,8.02,5.82,2.55,6.5
2000-01-01,2383,10.68,13.05,12.93,12.44,9.71,9.3
