eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1220,10.19,10.1,10.01,9.92,10.01,10.64
2016-01-01,1220,9.19,9.15,9.15,10.37,9.97,10.19
2015-01-01,1220,8.83,8.91,8.95,8.42,8.69,9.19
2014-01-01,1220,8.1,8.18,8.1,8.26,8.25,8.83
2013-01-01,1220,8.1,8.14,8.18,8.33,7.8,8.1
2012-01-01,1220,7.87,7.61,7.8,7.76,8.41,8.1
2011-01-01,1220,10.47,10.55,10.47,10.32,7.64,7.87
2010-01-01,1220,7.76,7.64,7.55,7.09,9.71,10.47
2009-01-01,1220,4.68,4.78,4.87,4.68,5.39,7.76
2008-01-01,1220,8.48,8.71,9.25,6.51,3.97,4.68
2007-01-01,1220,6.27,6.32,6.79,8.56,9.55,8.48
2006-01-01,1220,4.66,4.78,5.56,5.78,5.72,6.27
2005-01-01,1220,4.55,4.59,4.43,4.69,4.45,4.66
2004-01-01,1220,5.2,5.16,4.89,3.94,3.67,4.55
2003-01-01,1220,3.67,3.76,3.27,3.24,3.06,5.2
2002-01-01,1220,4.62,4.85,4.74,4.39,3.32,3.67
2001-01-01,1220,4.67,4.27,4.12,4.2,3.82,4.62
2000-01-01,1220,8.48,8.85,7.59,7.03,4.89,4.67
