eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1459,8.24,7.94,7.84,8.42,8.38,8.54
2016-01-01,1459,9.76,9.64,8.86,8.03,8.15,8.24
2015-01-01,1459,11.96,12.05,13.36,12.89,13.67,9.76
2014-01-01,1459,9.05,8.78,8.52,9.55,9.43,11.96
2013-01-01,1459,7.2,7.09,7.15,7.23,7.73,9.05
2012-01-01,1459,8.61,8.61,8.26,7.36,8.45,7.2
2011-01-01,1459,13.18,13.44,12.88,11.35,9.71,8.61
2010-01-01,1459,6.52,6.86,8.55,6.99,10.41,13.18
2009-01-01,1459,4.71,4.63,4.96,5.28,5.99,6.52
2008-01-01,1459,7.52,7.52,7.43,4.6,3.91,4.71
2007-01-01,1459,5.67,6.49,6.36,6.96,9.3,7.52
2006-01-01,1459,3.06,3.19,3.47,3.36,3.29,5.67
2005-01-01,1459,4.8,4.71,4.23,4.37,3.57,3.06
2004-01-01,1459,5.12,5.4,5.4,4.55,5.87,4.8
2003-01-01,1459,4.48,4.72,3.34,4.77,4.5,5.12
2002-01-01,1459,6.93,6.41,5.41,4.2,4.22,4.48
2001-01-01,1459,4.47,4.13,3.24,2.82,3.26,6.93
2000-01-01,1459,4.47,4.61,3.94,4.0,2.82,4.47
