eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1616,6.41,6.1,5.7,5.48,5.63,5.92
2016-01-01,1616,4.3,4.36,4.3,3.96,5.4,6.41
2015-01-01,1616,6.75,7.02,7.88,5.69,5.01,4.3
2014-01-01,1616,6.67,6.99,6.45,6.22,6.17,6.75
2013-01-01,1616,5.99,5.79,5.72,5.65,5.2,6.67
2012-01-01,1616,4.32,4.02,4.4,4.13,5.8,5.99
2011-01-01,1616,7.15,7.21,6.99,6.4,4.87,4.32
2010-01-01,1616,6.94,7.07,7.45,6.42,7.16,7.15
2009-01-01,1616,5.11,6.12,5.54,5.45,5.98,6.94
2008-01-01,1616,8.57,8.76,10.29,7.78,5.87,5.11
2007-01-01,1616,15.01,13.21,12.4,12.18,11.14,8.57
2006-01-01,1616,6.77,7.32,7.83,8.51,10.92,15.01
2005-01-01,1616,7.84,7.84,7.2,7.2,6.86,6.77
2004-01-01,1616,10.12,9.53,9.5,7.86,8.67,7.84
2003-01-01,1616,5.47,5.77,4.48,5.61,5.55,10.12
2002-01-01,1616,4.06,4.73,5.93,5.44,4.48,5.47
2001-01-01,1616,3.04,3.13,2.82,1.93,1.75,4.06
2000-01-01,1616,8.11,9.4,8.74,5.82,3.5,3.04
