eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2109,11.0,10.85,10.6,11.05,11.5,15.35
2016-01-01,2109,12.5,12.6,10.54,11.08,10.95,11.0
2015-01-01,2109,19.71,19.8,19.71,14.66,12.25,12.5
2014-01-01,2109,22.7,23.14,20.59,21.96,21.23,19.71
2013-01-01,2109,9.93,11.28,12.2,11.6,17.93,22.7
2012-01-01,2109,8.17,7.42,7.56,8.12,8.39,9.93
2011-01-01,2109,12.34,12.2,12.04,12.39,9.54,8.17
2010-01-01,2109,17.3,18.18,16.68,14.79,13.79,12.34
2009-01-01,2109,13.54,13.67,12.79,11.79,17.18,17.3
2008-01-01,2109,11.78,11.54,14.52,12.17,6.76,13.54
2007-01-01,2109,9.35,9.79,10.73,14.21,13.9,11.78
2006-01-01,2109,10.3,10.19,10.12,8.85,9.09,9.35
2005-01-01,2109,10.9,10.72,10.89,11.07,8.94,10.3
2004-01-01,2109,17.71,17.71,15.68,14.38,12.89,10.9
2003-01-01,2109,14.84,15.13,12.2,14.06,13.31,17.71
2002-01-01,2109,8.24,8.48,9.85,13.27,10.3,14.84
2001-01-01,2109,10.07,8.24,7.71,7.97,5.4,8.24
2000-01-01,2109,17.21,18.07,17.21,11.58,8.67,10.07
