eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2313,22.55,21.45,22.7,24.4,35.3,30.45
2016-01-01,2313,20.6,19.7,17.4,17.05,16.05,22.55
2015-01-01,2313,19.8,20.2,19.4,18.55,23.55,20.6
2014-01-01,2313,18.8,18.6,20.15,19.55,18.15,19.8
2013-01-01,2313,11.25,10.7,11.05,13.3,14.3,18.8
2012-01-01,2313,12.85,12.75,12.25,11.8,13.5,11.25
2011-01-01,2313,17.15,17.05,16.1,13.3,12.25,12.85
2010-01-01,2313,9.14,9.69,9.29,8.16,10.25,17.15
2009-01-01,2313,8.46,9.01,9.08,8.08,8.91,9.14
2008-01-01,2313,10.1,9.93,10.2,7.76,7.31,8.46
2007-01-01,2313,14.3,14.3,13.4,15.5,16.0,10.1
2006-01-01,2313,16.85,17.25,17.05,12.55,14.1,14.3
2005-01-01,2313,8.1,8.12,8.84,12.6,16.1,16.85
2004-01-01,2313,16.4,17.0,13.3,10.4,11.0,8.1
2003-01-01,2313,16.7,17.2,11.05,14.8,16.5,16.4
2002-01-01,2313,61.22,53.51,55.33,26.21,28.1,16.7
2001-01-01,2313,72.75,72.44,63.3,60.77,30.39,61.22
2000-01-01,2313,104.98,112.85,88.71,100.26,98.89,72.75
