eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2433,35.68,35.25,36.59,38.74,39.3,44.38
2016-01-01,2433,37.62,37.66,37.06,35.2,33.34,35.68
2015-01-01,2433,34.53,34.34,34.6,34.93,35.53,37.62
2014-01-01,2433,34.59,34.73,34.04,31.42,30.34,34.53
2013-01-01,2433,22.87,21.79,23.03,23.76,29.81,34.59
2012-01-01,2433,24.0,23.49,23.07,20.17,18.17,22.87
2011-01-01,2433,16.36,16.13,15.39,16.18,17.9,24.0
2010-01-01,2433,12.39,12.22,11.78,10.36,14.08,16.36
2009-01-01,2433,8.11,8.24,8.68,9.23,8.5,12.39
2008-01-01,2433,7.7,7.8,8.81,8.07,7.43,8.11
2007-01-01,2433,5.68,5.81,5.15,5.7,7.05,7.7
2006-01-01,2433,4.25,4.23,4.27,4.32,4.06,5.68
2005-01-01,2433,4.23,4.39,4.48,4.23,3.81,4.25
2004-01-01,2433,3.74,3.72,3.54,3.36,3.78,4.23
2003-01-01,2433,1.79,1.79,1.92,2.66,2.4,3.74
2002-01-01,2433,5.02,4.74,4.17,2.14,1.95,1.79
2001-01-01,2433,6.1,5.81,5.39,4.93,1.99,5.02
2000-01-01,2433,9.63,11.37,9.69,8.78,6.75,6.1
