eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2373,77.11,75.56,74.92,78.95,84.3,84.02
2016-01-01,2373,69.39,69.89,68.53,67.34,65.8,77.11
2015-01-01,2373,63.29,62.81,63.88,63.48,62.0,69.39
2014-01-01,2373,63.03,64.17,63.49,65.66,61.04,63.29
2013-01-01,2373,59.2,58.43,59.2,64.51,69.75,63.03
2012-01-01,2373,54.17,51.44,52.18,48.29,49.11,59.2
2011-01-01,2373,51.36,55.45,51.25,57.8,45.67,54.17
2010-01-01,2373,42.55,41.76,45.92,42.55,53.4,51.36
2009-01-01,2373,26.18,28.21,30.72,28.76,33.82,42.55
2008-01-01,2373,26.12,26.58,27.34,24.05,22.51,26.18
2007-01-01,2373,15.95,15.99,16.16,17.76,28.02,26.12
2006-01-01,2373,14.24,14.12,14.95,14.81,14.22,15.95
2005-01-01,2373,12.73,12.66,12.96,14.43,13.84,14.24
2004-01-01,2373,15.43,15.51,14.76,12.43,14.31,12.73
2003-01-01,2373,9.57,9.97,8.41,12.47,14.98,15.43
2002-01-01,2373,17.99,17.73,18.78,9.95,11.2,9.57
2001-01-01,2373,35.3,37.59,37.8,28.34,9.82,17.99
2000-01-01,2373,69.0,74.44,66.73,49.57,33.01,35.3
