,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,31.22,210.06,279.72,234.91,19.1,3.24,112.65,7.48,48.79,1.83,0.65,3.12,4.37,22.35,4.62,2.07,18.78,103.08,-0.46
2016-01-01,30.45,225.59,260.05,225.95,52.89,3.05,119.67,6.93,52.66,2.03,0.66,8.7,12.54,61.96,13.03,6.05,62.5,91.24,9.47
2015-01-01,32.5,223.27,208.47,181.36,110.65,3.33,109.6,7.43,49.12,2.76,0.82,10.16,14.55,73.28,12.24,6.67,39.94,66.56,10.48
2014-01-01,28.7,253.42,243.79,200.73,93.13,3.43,106.41,6.41,56.94,2.7,0.84,7.87,10.84,47.22,9.33,4.52,37.57,56.01,8.86
2013-01-01,27.38,224.69,248.2,196.93,27.34,2.5,146.0,4.34,84.1,1.95,0.63,3.19,4.27,17.86,4.88,1.56,41.32,45.72,6.46
2012-01-01,28.08,229.48,246.94,194.26,60.81,3.14,116.24,5.06,72.13,2.17,0.7,4.52,6.0,26.25,6.07,2.19,-7.68,33.49,-7.44
2011-01-01,23.22,248.73,328.28,273.6,81.28,3.4,107.35,5.26,69.39,1.83,0.59,8.83,11.89,25.16,13.02,4.01,10.42,50.18,1.75
