,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,43.58,229.49,268.48,170.44,1909.03,6.92,52.74,3.34,109.28,3.03,0.87,8.62,12.11,36.27,9.51,3.70,-11.04,45.98,-12.98
2016,14.67,417.65,398.04,226.98,,7.60,48.02,3.84,95.05,5.46,0.92,16.55,21.19,68.62,18.07,6.17,74.96,,-3.89
2015,25.67,532.58,318.86,267.59,12178.77,6.15,59.34,5.83,62.60,5.29,1.00,18.57,25.13,65.14,18.40,6.33,97.99,,14.32
2014,28.52,261.15,221.74,159.71,31.00,9.80,37.24,7.97,45.79,5.00,1.59,26.68,37.24,65.68,16.28,5.60,66.99,,19.33
2013,33.71,182.09,142.72,65.31,14.00,9.33,39.12,7.57,48.21,3.90,1.27,13.82,19.09,23.24,10.10,2.02,11.58,,4.01
