,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,67.34,204.59,113.68,86.71,6.75,5.46,66.84,11.25,32.44,9.44,1.64,3.36,8.35,26.57,1.62,2.05,-7.74,108.89,-11.13
2016-01-01,65.43,165.26,108.69,85.48,7.63,4.92,74.18,9.42,38.74,6.63,1.53,3.49,8.56,31.43,2.07,2.22,24.51,118.24,17.76
2015-01-01,65.91,164.06,112.45,87.84,12.55,6.08,60.03,14.23,25.65,6.77,1.67,6.85,14.54,49.34,3.13,4.23,22.48,90.04,12.2
2014-01-01,42.69,344.38,187.87,151.21,97.96,5.56,65.64,14.65,24.91,10.09,1.77,9.02,14.47,52.27,4.65,4.36,19.5,83.38,-2.0
2013-01-01,32.93,357.15,245.43,208.08,47207.63,5.52,66.12,14.57,25.05,10.28,1.93,12.11,18.68,20.82,6.3,5.41,62.31,95.55,9.57
