,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,25.56,171.76,269.43,135.11,36.15,4.88,74.79,1.32,276.51,0.86,0.41,2.14,6.14,29.78,11.00,2.41,34.26,45.19,2.06
2016,15.90,164.90,418.15,213.15,28.57,5.07,71.99,1.19,306.72,0.70,0.40,1.28,5.13,4.47,11.31,2.07,96.08,38.72,2.46
2015,23.61,169.87,273.61,178.66,30.65,5.43,67.21,1.22,299.18,0.84,0.43,2.22,9.35,48.19,17.60,3.89,60.56,45.96,5.09
2014,23.04,168.00,242.80,136.66,113.85,6.67,54.72,1.27,287.40,1.01,0.48,9.41,14.41,68.79,24.22,5.32,21.06,40.18,-1.00
