,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,61.17,195.88,149.02,69.48,20.17,3.22,113.35,2.54,143.70,3.24,0.85,5.70,13.72,29.40,6.34,1.86,6.64,85.39,0.41
2016,60.15,159.00,123.97,61.94,21.37,3.85,94.80,2.26,161.50,3.91,0.91,7.32,17.43,28.56,7.62,2.29,27.47,119.13,13.02
2015,59.84,235.38,153.90,62.27,19.60,4.28,85.28,2.33,156.65,5.08,0.99,7.92,18.59,27.33,7.54,2.23,17.47,140.02,6.38
2014,59.35,226.34,146.47,68.45,29.61,4.81,75.88,2.47,147.77,5.00,1.06,8.20,20.02,20.24,7.50,2.06,0.00,132.31,0.00
2013,61.07,180.58,222.73,116.44,36.93,5.82,62.71,2.38,153.36,4.46,1.12,6.35,16.51,15.11,5.52,1.40,42.93,172.74,11.67
