,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,49.30,192.06,145.59,117.44,17.86,2.39,152.71,4.65,78.49,2.27,0.70,7.32,13.51,33.82,9.73,2.67,22.37,92.69,6.82
2016,48.33,156.48,130.07,104.48,20.67,2.54,143.70,4.23,86.28,1.81,0.66,8.70,15.67,36.06,12.39,2.90,10.06,81.22,0.60
2015,45.91,133.91,123.77,97.42,24.56,2.75,132.72,3.72,98.11,1.56,0.61,9.23,16.08,35.55,14.31,2.87,29.78,69.86,11.93
2014,43.91,149.40,141.63,113.55,19.55,2.95,123.72,3.83,95.30,1.80,0.73,10.41,18.75,39.31,13.55,3.05,20.94,47.27,9.19
