,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,35.42,330.38,220.84,192.24,4853.19,498.06,0.73,1.26,289.68,3.23,0.59,10.82,16.55,103.3,17.71,7.41,37.84,110.75,5.26
2016-01-01,36.54,367.07,209.83,182.39,6044.47,9.92,36.79,1.41,258.86,3.29,0.58,12.82,19.47,128.95,21.74,9.19,72.61,124.47,17.08
2015-01-01,33.94,450.7,405.48,360.72,101553.13,12.67,28.8,3.01,121.26,3.96,0.84,22.52,32.07,181.35,26.55,14.68,47.07,111.94,-0.13
2014-01-01,24.32,290.57,282.01,255.18,6323.28,182.78,1.99,2.44,149.59,2.72,0.7,17.58,24.01,125.46,24.61,9.51,77.6,131.49,9.3
2013-01-01,31.62,302.97,323.53,292.38,6769.92,336.82,1.08,2.5,146.0,3.38,0.85,22.37,35.02,114.51,25.66,10.25,81.38,130.84,14.7
