,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,55.67,187.73,93.36,85.04,6.38,20.62,17.70,6.26,58.30,0.88,0.27,1.93,3.52,30.87,5.61,1.87,7.67,70.52,4.05
2016,56.83,294.64,140.50,130.67,6.74,30.68,11.89,5.44,67.09,1.25,0.29,1.65,3.06,34.27,4.81,1.65,14.49,127.65,6.31
2015,59.29,274.97,122.33,87.57,7.20,56.35,6.47,5.16,70.73,1.18,0.28,1.60,2.95,40.41,4.44,1.63,-4.15,,-6.25
2014,57.71,248.24,97.74,70.83,12.50,64.40,5.66,5.37,67.97,1.20,0.29,4.53,10.05,75.07,14.13,5.38,8.28,,2.39
2013,59.70,246.70,100.43,88.81,14.21,63.75,5.72,4.94,73.88,1.11,0.28,4.56,10.09,76.48,13.78,4.94,13.65,,5.92
2012,49.69,128.28,96.97,89.34,12.76,251.25,1.45,100.97,3.61,2.75,1.34,5.35,10.43,81.91,3.40,5.03,29.07,112.47,13.75
