,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,41.1,375.15,237.11,212.04,10.37,1.7,214.7,8.9,41.01,1.71,0.57,2.81,5.28,36.31,4.82,2.46,55.51,143.62,25.02
2016-01-01,60.43,134.09,119.36,112.15,10.7,1.44,253.47,12.16,30.01,2.04,0.71,2.23,4.3,56.06,3.88,0.57,30.76,123.62,28.26
