,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,42.45,247.21,183.44,114.97,39.57,3.86,94.55,2.25,162.22,2.9,0.72,0.73,1.03,15.19,0.92,0.43,-9.71,53.23,-11.11
2016-01-01,24.76,316.74,336.59,219.9,324.57,4.2,86.9,2.42,150.82,2.95,0.71,12.65,18.71,129.63,17.66,8.16,-22.8,77.49,-10.15
2015-01-01,39.34,273.16,198.96,147.32,117.91,5.22,69.92,2.62,139.31,3.18,0.82,6.43,10.34,68.26,7.69,4.28,43.35,102.49,14.51
2014-01-01,37.89,225.76,192.82,115.94,0.46,6.23,58.58,2.6,140.38,3.09,0.9,-0.14,-0.44,-0.47,-0.3,-0.18,50.99,67.51,15.72
2013-01-01,38.27,216.81,189.42,105.24,86.83,5.84,62.5,2.26,161.5,2.68,0.85,3.47,5.24,32.42,3.98,2.14,0.26,70.2,-6.01
2012-01-01,30.89,198.74,209.3,100.16,118.63,6.68,54.64,2.54,143.7,2.9,0.92,6.16,9.97,46.63,6.57,4.02,-13.95,72.48,-9.43
2011-01-01,45.33,185.27,151.41,94.98,117.0,7.32,49.86,2.95,123.72,3.49,0.96,9.73,19.42,81.48,10.0,8.96,19.25,89.06,3.85
