,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,42.61,430.05,206.49,108.22,16.60,5.94,61.44,3.02,120.86,8.57,1.30,12.53,18.58,51.69,9.03,4.07,0.00,77.62,-6.11
2016,29.35,433.39,300.07,172.32,29.53,5.96,61.24,2.92,125.00,6.43,1.19,9.62,13.32,35.58,7.80,2.78,57.13,141.38,11.63
2015,30.52,352.73,275.45,152.32,17.69,6.14,59.44,2.82,129.43,5.56,1.17,4.93,6.61,19.23,3.94,1.42,35.98,116.08,2.86
2014,28.56,331.08,284.31,145.97,13.28,6.65,54.88,2.98,122.48,5.49,1.22,10.66,14.84,38.85,8.04,3.05,43.30,66.05,7.56
2013,37.92,275.90,208.92,117.65,6.55,6.67,54.72,3.17,115.14,5.21,1.27,5.83,13.60,17.39,3.87,1.56,24.63,55.65,0.55
2012,34.22,252.68,220.51,99.75,4.95,6.68,54.64,2.68,136.19,4.74,1.27,4.51,5.60,12.51,2.87,1.08,19.68,56.02,7.03
