,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,67.27,713.00,177.08,126.57,1138.99,2.20,165.90,3.06,119.28,21.43,1.05,7.32,18.89,45.85,6.36,3.81,-4.33,-26.50,-13.74
2016,61.31,845.00,148.63,102.09,970.31,2.59,140.92,3.50,104.28,24.10,1.18,7.66,18.02,36.36,5.83,3.45,-15.50,-31.49,-24.97
2015,62.46,835.72,139.92,102.29,419.60,2.66,137.21,3.46,105.49,22.05,1.10,3.70,7.61,14.04,2.57,1.27,10.43,2.57,14.77
2014,63.55,783.84,136.73,91.37,849.41,2.29,159.38,3.15,115.87,16.11,0.96,4.50,10.24,23.06,3.97,1.43,-3.77,-25.10,-7.97
2013,61.64,578.98,129.56,98.29,995.02,2.42,150.82,3.96,92.17,14.34,1.13,5.41,11.57,21.34,4.23,1.46,-5.32,-25.13,-10.48
2012,43.49,11604.11,125.12,117.42,503.38,2.58,141.47,8.60,42.44,124.43,0.55,3.37,4.76,0.14,5.00,0.53,1.60,2.73,-1.22
