,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,39.51,7319.68,174.71,159.35,909.28,5.34,68.35,0.0,0.0,147.02,1.77,7.95,12.94,42.02,4.46,3.09,23.54,0.0,3.92
2016-01-01,37.61,4055.13,180.41,161.99,1275.38,6.47,56.41,0.0,0.0,108.49,2.46,12.59,23.61,49.63,5.11,3.3,18.91,388.1,8.91
