,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,11.45,206.96,434.5,353.18,261.16,8.68,42.05,8.29,44.02,2.06,0.91,10.57,12.51,40.97,11.61,3.46,72.85,115.99,-2.11
2016-01-01,20.61,173.84,223.05,172.71,469.06,9.07,40.24,8.7,41.95,2.23,1.06,20.73,26.12,78.35,19.49,6.3,115.85,131.95,10.79
2015-01-01,20.76,162.57,205.47,157.09,998.93,8.22,44.4,13.03,28.01,2.65,1.38,29.79,38.88,93.87,21.62,8.13,206.06,137.45,26.31
