,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,74.71,185.10,111.94,41.77,3.18,2.54,143.70,0.85,429.41,4.33,0.56,1.81,4.63,16.50,2.01,1.14,-7.22,3.68,-15.76
2016,76.97,200.91,110.56,33.75,4.55,3.94,92.63,0.70,521.42,4.39,0.53,3.90,17.89,36.71,5.78,3.80,0.01,*****,-4.33
2015,88.23,95.70,95.35,20.70,5.43,4.62,79.00,0.62,588.70,3.63,0.49,3.49,25.82,180.17,5.72,3.66,3.32,*****,12.97
