,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,48.61,123.72,135.54,76.65,11.86,4.32,84.49,2.10,173.80,0.99,0.60,3.34,5.95,12.13,5.01,0.95,7.48,63.92,-1.88
2016,49.15,123.54,129.97,78.44,14.16,4.70,77.65,1.87,195.18,1.01,0.60,4.28,7.99,15.59,6.54,1.27,31.64,71.71,5.09
2015,51.28,127.21,135.86,95.78,10.58,4.79,76.20,2.17,168.20,1.15,0.70,4.31,8.80,15.98,5.52,1.32,38.63,52.19,3.65
2014,60.66,114.74,111.12,69.49,11.03,5.73,63.69,3.14,116.24,1.28,0.82,8.68,27.13,27.06,9.80,3.19,35.42,37.29,11.12
