,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,5.85,974.58,1447.79,1434.75,0.0,3.17,115.14,86.6,4.21,5.04,0.49,12.42,13.32,79.27,24.52,6.61,268.47,0.0,16.01
2016-01-01,7.76,1380.22,1121.81,1049.15,1550.7,2.81,129.89,89.45,4.08,7.66,0.51,13.75,15.21,90.64,26.71,7.68,109.34,0.0,8.96
2015-01-01,11.63,4192.55,832.87,827.46,300.36,2.45,148.97,92.81,3.93,23.71,0.5,14.69,16.11,89.66,26.98,7.51,134.13,0.0,17.18
2014-01-01,11.14,2733.3,860.32,856.05,217.22,2.53,144.26,106.94,3.41,16.68,0.54,19.72,22.6,125.43,30.19,10.6,133.69,0.0,16.19
2013-01-01,16.12,1623.29,571.93,567.16,112.91,2.62,139.31,69.87,5.22,13.71,0.7,23.8,28.08,116.26,30.64,10.04,133.82,0.0,25.66
