,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,43.44,135.5,156.77,118.83,19.25,5.57,65.52,3.6,101.38,1.19,0.68,6.41,10.41,19.25,9.0,1.43,68.77,93.53,7.84
2016-01-01,39.58,134.31,173.36,137.5,20.47,4.91,74.33,3.44,106.1,1.11,0.66,7.69,11.88,20.21,11.15,1.63,83.42,97.58,8.76
2015-01-01,37.17,135.23,203.44,154.92,19.18,5.15,70.87,2.77,131.76,1.21,0.64,8.1,11.67,19.8,12.03,1.57,64.14,97.78,4.77
2014-01-01,30.83,179.85,241.24,194.17,36.27,7.0,52.14,2.34,155.98,1.72,0.79,22.43,35.57,43.35,27.77,3.79,115.79,157.0,16.2
2013-01-01,67.92,164.98,150.03,29.73,0.57,4.69,77.82,2.79,130.82,1.31,0.56,0.52,-1.38,2.84,-0.98,-0.12,0.0,26.13,0.0
2012-01-01,47.09,136.96,167.32,88.07,4.41,4.41,82.76,3.42,106.72,1.07,0.64,4.4,5.65,10.65,4.72,0.48,26.21,45.54,4.0
