,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,47.83,550.76,192.94,165.67,3.73,8.91,40.96,9.64,37.86,8.38,0.99,-0.75,-1.64,3.46,-0.88,-1.09,0.00,38.87,-0.76
2016,46.62,510.22,186.45,157.98,13.50,9.61,37.98,8.18,44.62,8.92,1.00,1.00,1.65,15.74,0.88,0.33,10.82,53.42,3.25
2015,46.15,614.41,205.26,169.92,3.17,10.60,34.43,9.56,38.17,10.84,1.07,0.05,-0.33,5.70,-0.17,-0.61,-0.46,45.73,-4.40
2014,44.55,684.18,215.46,188.08,16.86,9.90,36.86,8.76,41.66,9.00,1.04,8.27,14.02,81.56,7.51,3.68,5.69,79.15,1.00
2013,43.71,432.20,196.26,172.81,3.45,9.20,39.67,21.64,16.86,7.13,1.08,0.69,0.88,2.81,0.45,-0.30,18.39,138.55,6.27
2012,16.59,852.36,95.72,84.62,-277.11,5.19,70.32,15.60,23.39,1.54,0.15,-6.36,-7.42,-0.17,-42.49,-1.80,0.51,8.75,-0.74
2011,11.30,895.41,154.62,132.13,224.56,5.96,61.24,16.94,21.54,1.57,0.16,0.70,0.78,1.65,4.48,0.20,8.84,9.78,-4.06
2010,10.87,997.30,252.29,232.06,150.18,6.71,54.39,14.95,24.41,1.59,0.14,9.63,11.38,1.10,64.11,2.73,21.09,-44.60,0.86
