,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,18.38,302.14,350.39,327.25,36.50,6.23,58.58,9.99,36.53,2.01,0.52,11.68,14.70,143.11,21.76,12.71,67.36,119.80,6.09
2016,27.71,348.30,393.06,373.71,166.23,6.16,59.25,10.67,34.20,2.53,0.64,13.39,16.53,167.34,20.88,13.90,95.56,153.55,7.70
2015,8.89,295.82,932.34,864.02,0.00,6.10,59.83,9.99,36.53,2.55,0.91,21.28,24.08,186.71,23.36,16.54,252.06,182.75,7.63
2014,15.91,207.78,433.65,376.00,149.96,6.03,60.53,9.78,37.32,2.51,1.18,23.14,28.28,189.72,19.42,13.92,166.51,,18.91
2013,22.34,154.41,218.37,175.03,58.39,7.25,50.34,9.22,39.58,2.14,1.29,23.82,30.74,148.33,18.11,11.06,125.15,,16.46
