,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,23.96,165.39,219.1,204.05,40551.24,8.36,43.66,15.78,23.13,1.22,0.55,22.57,30.38,83.62,41.18,7.03,174.78,154.01,21.68
2016-01-01,28.91,169.74,180.15,171.39,21543.1,6.37,57.29,18.47,19.76,1.3,0.55,18.84,26.1,67.87,33.8,5.5,143.03,119.69,30.94
2015-01-01,27.31,172.08,185.22,172.69,6864.24,6.2,58.87,14.94,24.43,1.21,0.54,17.28,27.59,55.95,31.61,4.71,102.06,98.24,18.5
2014-01-01,49.94,151.35,127.89,116.38,1753.7,5.34,68.35,18.22,20.03,0.91,0.45,11.55,21.56,37.42,24.41,3.04,89.68,83.44,24.08
