,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,12.73,444.78,738.57,592.35,3110.54,4.86,75.10,6.26,58.30,4.79,0.94,13.88,19.15,63.55,14.26,5.31,66.95,107.87,3.23
2016,26.29,352.91,299.04,240.31,1460.25,4.22,86.49,6.04,60.43,4.07,0.93,13.92,18.95,58.53,14.15,4.30,110.77,83.60,23.93
2015,39.32,283.00,188.24,149.66,973.10,4.06,89.90,6.32,57.75,3.81,0.96,9.99,15.63,39.51,9.58,3.52,18.08,45.44,3.46
