,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,53.48,7423.48,351.16,48.06,115.17,17.49,20.86,0.05,7300.00,4.17,0.04,0.67,0.35,6.50,3.78,0.08,-40.57,-46.95,-17.18
2016,52.69,10504.01,623.21,100.63,335.81,27.96,13.05,0.09,4055.55,6.55,0.06,2.60,4.38,25.82,32.74,1.38,-25.76,-41.13,-6.38
2015,53.35,8603.15,317.89,66.90,467.25,41.49,8.79,0.18,2027.77,10.03,0.11,3.56,6.47,43.57,28.86,2.00,21.05,-39.98,8.12
2014,52.83,8087.79,312.44,50.45,397.59,25.70,14.20,0.10,3650.00,6.02,0.07,3.40,5.76,40.73,40.60,1.67,-5.10,-59.89,-3.35
2013,56.07,6404.46,472.34,84.21,172.25,39.99,9.12,0.22,1659.09,11.61,0.15,3.03,4.43,13.23,12.82,0.75,-31.39,-62.17,-8.74
