,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,30.37,338.86,295.32,226.96,54.07,7.60,48.02,4.19,87.11,6.57,1.57,16.69,23.84,81.99,10.38,3.51,89.59,91.39,14.94
2016,32.96,231.07,233.00,145.24,41.39,5.89,61.96,3.94,92.63,6.65,1.77,20.81,33.12,103.65,11.48,5.80,101.79,64.89,-9.44
2015,43.35,230.25,182.36,118.55,36.20,6.12,59.64,4.24,86.08,6.44,1.81,18.05,32.58,105.99,9.72,5.96,47.47,61.94,20.41
