,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,69.94,142.41,112.73,61.98,1.25,6.46,56.50,6.23,58.58,5.00,1.33,-0.66,-3.00,0.89,-0.81,-0.78,-5.02,70.07,-9.21
2016,57.40,182.56,125.37,69.16,10.47,8.22,44.40,6.71,54.39,6.86,1.56,4.00,8.62,30.80,2.30,2.51,6.76,120.34,-0.36
2015,59.78,184.96,121.99,61.32,20.35,9.33,39.12,6.69,54.55,7.79,1.74,8.46,20.92,72.33,4.60,5.46,13.79,145.17,11.67
