,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,71.18,110.74,47.4,37.84,61.17,10.49,34.79,2.21,165.15,1.36,0.51,4.06,12.43,38.42,7.88,3.12,13.37,85.01,7.64
2016-01-01,63.46,99.19,53.9,41.87,4460.35,8.62,42.34,2.13,171.36,1.39,0.5,7.37,18.1,57.61,14.84,4.66,9.49,91.5,2.67
2015-01-01,54.22,161.84,106.69,93.34,458324.0,10.74,33.98,2.21,165.15,1.75,0.57,11.19,29.35,83.53,19.69,6.45,18.04,152.71,12.68
