,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,59.09,225.89,133.69,94.79,2229.42,4.09,89.24,4.29,85.08,4.05,0.94,5.94,14.04,48.44,5.94,3.41,-4.58,44.26,-6.83
2016,61.17,180.47,125.92,89.79,2168.83,4.00,91.25,4.21,86.69,3.30,0.98,5.09,11.54,37.18,4.86,2.36,34.87,119.48,19.54
