,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,57.15,189.82,172.47,94.01,3.86,5.43,67.21,1.91,191.09,2.03,0.7,5.28,8.71,40.98,5.31,2.75,10.73,31.67,0.77
2016-01-01,54.74,128.79,109.63,61.44,5.91,5.45,66.97,2.25,162.22,2.29,0.79,7.44,14.11,56.96,7.87,4.39,21.92,34.89,12.6
2015-01-01,57.57,162.39,110.35,58.07,4.1,5.92,61.65,2.27,160.79,2.44,0.79,4.15,6.31,29.5,3.69,1.91,16.87,27.25,8.97
2014-01-01,48.6,172.39,142.98,74.29,3.92,6.31,57.84,2.4,152.08,2.66,0.86,4.36,6.1,25.07,3.5,1.83,19.27,18.5,5.48
2013-01-01,52.81,163.82,129.39,68.93,6.38,6.62,55.13,2.42,150.82,3.02,0.86,9.37,17.63,52.33,9.23,4.75,0.0,38.73,0.0
