,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,28.17,114.36,107.79,84.15,152.54,16.47,22.16,4.46,81.83,101.96,69.34,27.97,36.68,95.64,40.06,7.64,131.76,126.18,15.36
2016-01-01,18.82,126.57,194.84,131.66,139.07,20.56,17.75,4.93,74.03,0.91,0.7,23.96,30.5,63.85,33.8,5.15,255.88,170.85,14.89
2015-01-01,25.68,96.79,66.78,24.81,88.55,20.23,18.04,8.97,40.69,0.79,0.61,13.73,18.31,39.2,22.37,2.25,132.06,160.05,4.96
2014-01-01,26.14,118.02,145.6,118.55,76.79,18.23,20.02,9.19,39.71,0.95,0.69,17.36,24.09,34.75,24.93,2.89,144.29,155.75,19.98
