,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,23.73,309.88,295.96,275.62,,4.61,79.17,16.48,22.14,3.58,0.79,16.01,21.27,71.65,20.27,5.88,86.13,205.89,5.82
2016,25.70,386.00,284.70,267.99,9077.80,5.11,71.42,15.20,24.01,3.81,0.86,16.69,22.67,68.09,19.33,5.53,71.53,329.31,4.90
2015,27.31,274.67,261.45,238.74,743.19,6.06,60.23,12.92,28.25,3.46,1.00,19.88,28.62,72.88,19.92,5.82,94.58,,10.78
