,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,28.57,312.46,282.78,174.93,60.34,2.3,158.69,1.81,201.65,2.87,0.74,11.13,15.58,45.03,14.78,3.25,28.52,79.12,2.29
2016-01-01,31.41,259.56,237.14,139.48,27.55,2.06,177.18,1.56,233.97,2.46,0.68,8.88,13.65,38.78,12.58,2.55,41.38,93.65,13.46
2015-01-01,47.0,198.74,150.44,94.06,37.36,2.18,167.43,1.71,213.45,2.52,0.7,9.79,17.7,43.5,13.57,2.91,11.95,60.1,4.53
