,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,30.95,552.02,311.81,232.93,21.91,2.91,125.42,3.38,107.98,7.01,0.92,1.55,2.16,8.28,1.62,0.71,42.84,134.22,3.75
2016,31.21,575.65,308.66,228.50,284.33,3.12,116.98,4.12,88.59,9.70,1.29,8.62,12.76,61.69,6.66,4.39,77.80,119.68,14.52
2015,34.18,506.94,259.84,176.88,178.37,2.92,125.00,4.16,87.74,9.42,1.31,9.74,15.57,65.60,7.36,5.05,20.57,116.30,2.93
2014,41.94,439.95,210.97,151.75,85.80,3.16,115.50,4.55,80.21,9.12,1.35,8.11,13.71,49.95,5.94,3.88,15.05,107.92,4.42
2013,41.17,379.52,210.72,147.72,36.78,2.93,124.57,4.22,86.49,7.83,1.21,4.44,7.78,27.55,3.59,2.18,23.33,180.52,9.40
