,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,23.15,349.04,335.60,262.23,858.40,7.12,51.26,8.10,45.06,5.81,1.22,13.88,17.85,91.46,11.32,6.99,81.13,125.99,8.70
2016,21.48,403.72,378.11,302.37,779.77,6.95,52.51,8.70,41.95,6.30,1.28,14.48,18.58,97.90,11.33,7.25,100.51,151.66,8.89
2015,22.85,381.13,359.08,285.94,483.55,6.60,55.30,8.61,42.39,5.87,1.30,15.71,20.76,100.33,12.08,7.50,74.79,147.40,7.79
2014,26.28,321.20,302.78,241.66,416.47,7.43,49.12,9.88,36.94,5.27,1.50,13.64,18.85,70.83,9.06,5.77,48.12,155.43,5.37
2013,30.26,206.71,222.68,166.13,122.17,8.10,45.06,9.58,38.10,4.55,1.65,15.29,22.82,74.01,9.17,5.60,83.08,170.92,13.55
