,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,29.03,156.60,230.78,177.23,23.78,4.67,78.15,4.16,87.74,1.16,0.63,10.62,14.50,63.91,16.06,5.29,76.35,101.30,7.91
2016,30.56,147.76,231.74,183.65,34.10,4.21,86.69,4.37,83.52,1.29,0.66,9.26,12.30,48.89,13.62,4.20,92.27,76.54,7.82
2015,22.28,182.48,316.29,247.35,22.32,4.51,80.93,4.68,77.99,1.60,0.76,11.48,15.23,52.24,14.44,5.11,119.77,,11.99
2014,33.60,152.28,206.52,154.71,12.39,4.93,74.03,4.40,82.95,1.50,0.77,10.59,15.89,47.22,12.74,4.43,74.33,,11.03
2013,44.11,142.74,167.53,117.78,5.79,4.61,79.17,4.20,86.90,1.55,0.83,9.96,17.85,42.30,9.98,4.30,65.51,,10.47
2012,62.93,90.79,85.81,58.10,6.73,3.87,94.31,4.95,73.73,1.57,0.84,8.38,18.49,46.67,8.49,3.41,6.05,,
