,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,27.47,251.97,324.72,200.52,19.21,5.78,63.14,2.98,122.48,4.10,0.94,13.54,17.61,47.08,13.69,5.00,116.80,50.95,12.58
2016,25.51,587.15,340.06,249.51,446.02,5.79,63.03,3.64,100.27,8.44,1.03,17.68,22.52,58.48,17.10,6.04,-10.62,64.86,-15.03
2015,17.13,712.49,514.89,402.03,*****,5.85,62.39,3.90,93.58,8.16,0.98,15.11,18.15,51.58,15.48,5.11,83.41,125.69,1.06
2014,16.38,685.15,538.49,415.50,,6.49,56.24,3.89,93.83,9.07,1.03,14.59,17.50,50.37,14.20,5.00,76.96,103.34,2.29
2013,16.91,807.51,535.89,405.00,,7.21,50.62,4.43,82.39,10.68,1.26,14.56,18.37,42.20,11.57,4.50,48.01,104.77,3.96
2012,26.76,571.91,322.77,233.17,,8.05,45.34,4.03,90.57,11.39,1.46,12.92,18.73,31.97,9.06,3.34,63.09,84.55,13.96
