,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,62.49,142.58,103.32,59.23,2.97,8.86,41.19,5.89,61.96,3.39,1.25,4.51,7.55,16.40,2.45,1.55,5.94,40.40,-0.38
2016,54.90,153.42,106.25,54.20,4.89,9.67,37.74,5.58,65.41,3.68,1.39,6.54,11.36,25.02,3.76,2.36,5.75,112.23,2.08
2015,52.56,147.27,132.57,62.97,2.25,9.99,36.53,5.67,64.37,3.62,1.48,2.49,2.66,9.12,0.80,0.55,30.74,432.36,10.21
