,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,34.32,282.72,213.49,169.88,20.74,19.91,18.33,8.98,40.64,5.72,1.44,15.01,23.44,145.41,9.84,10.01,56.93,126.68,13.86
2016-01-01,46.57,237.78,164.2,121.38,29.06,18.63,19.59,9.06,40.28,5.97,1.59,14.09,25.3,135.38,8.51,8.35,51.96,135.11,19.25
2015-01-01,46.65,213.41,150.95,111.73,34.01,18.86,19.35,10.49,34.79,5.82,1.58,14.14,24.54,117.77,8.67,7.75,31.0,1.13,6.13
2014-01-01,38.39,236.74,188.5,159.13,157.92,22.38,16.3,14.8,24.66,6.8,1.95,24.65,40.5,180.85,12.53,12.27,69.92,1.26,32.4
2013-01-01,41.25,185.45,159.9,126.57,27.5,20.33,17.95,10.23,35.67,5.61,1.78,14.78,26.49,77.74,7.19,5.66,84.48,1.18,53.71
2012-01-01,52.94,120.55,106.78,55.62,15.57,19.29,18.92,8.74,41.76,4.14,1.69,19.36,37.21,35.41,8.41,5.54,12.16,0.0,12.89
2011-01-01,46.67,121.86,103.54,48.89,91.01,22.09,16.52,9.94,36.72,4.85,2.12,29.74,53.63,54.6,10.48,4.82,51.38,0.0,48.2
