,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,21.73,797.35,579.37,549.72,522.14,8.66,42.14,23.09,15.8,14.58,130.51,14.87,18.87,139.04,11.37,9.24,106.96,252.9,4.25
2016-01-01,20.94,996.34,439.29,419.59,330.0,9.59,38.06,25.91,14.08,16.37,157.49,19.53,25.25,151.86,12.36,10.8,83.01,290.05,18.29
2015-01-01,25.68,618.92,342.32,321.57,230.0,10.02,36.42,23.35,15.63,14.2,195.88,24.15,32.82,155.9,12.27,10.38,95.4,215.73,29.34
