,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,43.08,160.90,145.18,136.57,57.73,4.81,75.88,,,4.18,1.59,6.11,11.06,19.65,3.76,1.36,31.55,63.64,15.80
2016,49.11,138.50,133.58,123.22,15.72,4.54,80.39,,,2.78,1.32,6.72,16.48,18.44,4.78,1.57,33.32,51.28,18.19
